movieId,title,year,plot,director,cast,awards,runtime,ratings,metascore,imdbRating,imdbVotes,boxOffice,review_1,review_2,review_3,review_4,review_5,review_6,review_7,review_8,review_9,review_10
1341,Burnt Offerings,1976,A family moves into a large old mansion in the countryside which seems to have a mysterious and sinister power over its new residents.,Dan Curtis,"Karen Black, Oliver Reed, Burgess Meredith",6 wins & 1 nomination,116 min,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.4,"13,919",N/A,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1342,Candyman,1992,"The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",Bernard Rose,"Virginia Madsen, Xander Berkeley, Tony Todd",5 wins & 10 nominations,99 min,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.7,"101,913","$25,792,310",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1343,Cape Fear,1991,"A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.",Martin Scorsese,"Robert De Niro, Nick Nolte, Jessica Lange",Nominated for 2 Oscars. 5 wins & 21 nominations total,128 min,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.3,"221,102","$79,091,969",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1344,Cape Fear,1962,A lawyer's family is stalked by a man he once helped put in jail.,J. Lee Thompson,"Gregory Peck, Robert Mitchum, Polly Bergen",N/A,106 min,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.7,"32,458",N/A,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1345,Carrie,1976,"Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.",Brian De Palma,"Sissy Spacek, Piper Laurie, Amy Irving",Nominated for 2 Oscars. 6 wins & 9 nominations total,98 min,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.4,"212,216","$33,800,000",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1346,Cat People,1982,A woman who was orphaned from a young age finally reunites with her older brother. Matters start to go awry when she slowly discovers the true nature of her family.,Paul Schrader,"Nastassja Kinski, Malcolm McDowell, John Heard",4 nominations,118 min,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.2,"24,544","$7,000,000",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1352,Albino Alligator,1996,Fleeing robbers stumble into a staked-out bar in New Orleans.,Kevin Spacey,"Matt Dillon, Faye Dunaway, Gary Sinise",1 nomination,94 min,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.1,"8,652","$339,379",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1354,Breaking the Waves,1996,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",Lars von Trier,"Emily Watson, Stellan Skarsgård, Katrin Cartlidge",Nominated for 1 Oscar. 44 wins & 28 nominations total,159 min,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.8,"72,563","$3,803,298",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1355,Nightwatch,1997,"A law student, who takes a job as a night watchman at a morgue, begins to discover clues that implicate him as the suspect of a series of murders.",Ole Bornedal,"Ewan McGregor, Nick Nolte, Anais Evans",2 wins,101 min,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.2,"21,701","$1,179,002",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1356,Star Trek: First Contact,1996,The Borg travel back in time intent on preventing Earth's first contact with an alien species. Captain Picard and his crew pursue them to ensure that Zefram Cochrane makes his maiden flight reaching warp speed.,Jonathan Frakes,"Patrick Stewart, Jonathan Frakes, Brent Spiner",Nominated for 1 Oscar. 8 wins & 21 nominations total,111 min,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,7.6,"133,346","$92,027,888",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1357,Shine,1996,"David Helfgott, a gifted pianist, struggles through childhood as his dysfunctional father abuses him and his siblings. Years later, he suffers a mental breakdown but manages to return as a legend.",Scott Hicks,"Geoffrey Rush, Armin Mueller-Stahl, Justin Braine",Won 1 Oscar. 46 wins & 52 nominations total,105 min,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.6,"57,233","$35,892,330",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1358,Sling Blade,1996,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",Billy Bob Thornton,"Billy Bob Thornton, Dwight Yoakam, J.T. Walsh",Won 1 Oscar. 14 wins & 15 nominations total,135 min,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,8.0,"100,034","$24,444,121",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1359,Jingle All the Way,1996,"A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out, and he must travel all over town and compete with everybody else in order to find one.",Brian Levant,"Arnold Schwarzenegger, Sinbad, Phil Hartman",2 wins & 4 nominations,89 min,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,5.7,"117,202","$60,592,389",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1361,Paradise Lost: The Child Murders at Robin Hood Hills,1996,A horrific triple child murder leads to an indictment and trial of three nonconformist boys based on questionable evidence.,"Joe Berlinger, Bruce Sinofsky","Tony Brooks, Diana Davis, Terry Wood",Won 1 Primetime Emmy. 9 wins & 10 nominations total,150 min,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,8.2,"18,492",N/A,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1365,Ridicule,1996,"To get royal backing on a needed drainage project, a poor French lord must learn to play the delicate games of wit at court at Versailles.",Patrice Leconte,"Charles Berling, Jean Rochefort, Fanny Ardant",Nominated for 1 Oscar. 20 wins & 17 nominations total,102 min,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.3,"8,209","$1,979,768",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1367,101 Dalmatians,1996,An evil high-fashion designer plots to steal dalmatian puppies in order to make an extravagant fur coat but creates an extravagant mess instead.,Stephen Herek,"Glenn Close, Jeff Daniels, Joely Richardson",Nominated for 1 BAFTA Award3 wins & 10 nominations total,103 min,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,5.7,"119,001","$136,189,294",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1370,Die Hard 2,1990,"John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C.",Renny Harlin,"Bruce Willis, William Atherton, Bonnie Bedelia",1 win & 1 nomination,124 min,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.1,"387,948","$117,540,947",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1371,Star Trek: The Motion Picture,1979,"When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it.",Robert Wise,"William Shatner, Leonard Nimoy, DeForest Kelley",Nominated for 3 Oscars. 4 wins & 21 nominations total,143 min,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.4,"97,999","$82,604,699",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1372,Star Trek VI: The Undiscovered Country,1991,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",Nicholas Meyer,"William Shatner, Leonard Nimoy, DeForest Kelley",Nominated for 2 Oscars. 2 wins & 9 nominations total,110 min,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.2,"81,915","$74,888,996",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1373,Star Trek V: The Final Frontier,1989,Captain Kirk and his crew must deal with Mr. Spock's long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy.,William Shatner,"William Shatner, Leonard Nimoy, DeForest Kelley",5 wins & 5 nominations,107 min,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,5.5,"65,064","$52,210,049",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1374,Star Trek II: The Wrath of Khan,1982,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",Nicholas Meyer,"William Shatner, Leonard Nimoy, DeForest Kelley",3 wins & 9 nominations,113 min,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.7,"130,739","$79,707,906",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1375,Star Trek III: The Search for Spock,1984,Admiral Kirk and his bridge crew risk their careers stealing the decommissioned U.S.S. Enterprise to return to the restricted Genesis Planet to recover Spock's body.,Leonard Nimoy,"William Shatner, Leonard Nimoy, DeForest Kelley",1 win & 7 nominations,105 min,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.6,"87,347","$76,471,046",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1376,Star Trek IV: The Voyage Home,1986,"To save Earth from an alien probe, Admiral James T. Kirk and his fugitive crew go back in time to San Francisco in 1986 to retrieve the only beings who can communicate with it: humpback whales.",Leonard Nimoy,"William Shatner, Leonard Nimoy, DeForest Kelley",Nominated for 4 Oscars. 4 wins & 19 nominations total,119 min,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,7.3,"92,713","$109,713,132",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1377,Batman Returns,1992,"While Batman deals with a deformed man calling himself the Penguin wreaking havoc across Gotham with the help of a cruel businessman, a female employee of the latter becomes the Catwoman with her own vendetta.",Tim Burton,"Michael Keaton, Danny DeVito, Michelle Pfeiffer",Nominated for 2 Oscars. 2 wins & 29 nominations total,126 min,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.1,"332,740","$162,924,631",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1378,Young Guns,1988,"A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted.",Christopher Cain,"Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips",1 win & 2 nominations,107 min,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.8,"69,400","$45,661,556",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1379,Young Guns II,1990,"Billy the Kid and his band of outlaws are pursued across New Mexico territory by Sheriff Pat Garrett, who the young gunslingers must face-off with if they are to reach the safety of the border.",Geoff Murphy,"Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips",Nominated for 1 Oscar. 3 wins & 4 nominations total,104 min,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.5,"39,649","$44,143,410",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1380,Grease,1978,"Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?",Randal Kleiser,"John Travolta, Olivia Newton-John, Stockard Channing",Nominated for 1 Oscar. 8 wins & 10 nominations total,110 min,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.2,"306,291","$190,071,103",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1381,Grease 2,1982,A British student at a 1960s American high school must prove himself to the leader of a girls' gang whose members can only date greasers.,Patricia Birch,"Michelle Pfeiffer, Maxwell Caulfield, Lorna Luft",3 nominations,115 min,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,4.6,"39,153","$15,171,476",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1382,Marked for Death,1990,A retired DEA agent is out to hunt down and take out a Jamaican drug posse that has targeted he and his family for murder.,Dwight H. Little,"Steven Seagal, Joanna Pacula, Basil Wallace",N/A,93 min,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,5.9,"24,738","$46,044,396",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1385,Under Siege,1992,An ex-Navy Seal turned cook is the only person who can stop a group of terrorists when they seize control of a U.S. battleship.,Andrew Davis,"Steven Seagal, Gary Busey, Tommy Lee Jones",Nominated for 2 Oscars. 3 wins & 3 nominations total,103 min,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.5,"97,218","$83,563,139",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1387,Jaws,1975,"When a massive killer shark unleashes chaos on a beach community off Long Island, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",Steven Spielberg,"Roy Scheider, Robert Shaw, Richard Dreyfuss",Won 3 Oscars. 16 wins & 20 nominations total,124 min,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,8.1,"675,012","$266,567,580",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1388,Jaws 2,1978,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,Jeannot Szwarc,"Roy Scheider, Lorraine Gary, Murray Hamilton",N/A,116 min,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,5.8,"86,301","$81,766,007",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1389,Jaws 3-D,1983,A giant thirty-five-foot shark becomes trapped in a SeaWorld theme park and it's up to the sons of police chief Brody to rescue everyone.,Joe Alves,"Dennis Quaid, Bess Armstrong, Simon MacCorkindale",5 nominations,99 min,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27,3.7,"49,468","$45,517,055",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1390,My Fellow Americans,1996,"Two former U. S. Presidents, hated rivals, join forces to expose the current, corrupt President at the risk of their lives.",Peter Segal,"Jack Lemmon, James Garner, Dan Aykroyd",N/A,101 min,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.5,"16,077","$22,313,201",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1391,Mars Attacks!,1996,Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.,Tim Burton,"Jack Nicholson, Pierce Brosnan, Sarah Jessica Parker",3 wins & 19 nominations,106 min,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.4,"247,687","$37,781,197",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1392,Citizen Ruth,1996,"An irresponsible, drug-addicted, recently impregnated woman finds herself in the middle of an abortion debate when both parties attempt to sway her to their respective sides.",Alexander Payne,"Laura Dern, Swoosie Kurtz, Mary Kay Place",3 wins & 2 nominations,106 min,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.0,"9,253","$285,112",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1393,Jerry Maguire,1996,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.",Cameron Crowe,"Tom Cruise, Cuba Gooding Jr., Renée Zellweger",Won 1 Oscar. 26 wins & 41 nominations total,139 min,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.3,"291,912","$153,952,592",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1394,Raising Arizona,1987,"When a childless couple--an ex-con and an ex-cop--decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.","Joel Coen, Ethan Coen","Nicolas Cage, Holly Hunter, Trey Wilson",4 nominations,94 min,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.3,"152,796","$22,847,564",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1395,Tin Men,1987,A minor car accident drives two rival aluminum-siding salesmen to the ridiculous extremes of man versus man in 1963 Baltimore.,Barry Levinson,"Richard Dreyfuss, Danny DeVito, Barbara Hershey",N/A,112 min,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.6,"9,898","$25,411,386",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1396,Sneakers,1992,A security pro finds his past returning to haunt him when he and his unique team are tasked with retrieving a particularly important item.,Phil Alden Robinson,"Robert Redford, Dan Aykroyd, Sidney Poitier",2 nominations,126 min,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.1,"63,438","$51,432,691",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1397,Bastard Out of Carolina,1996,A mother and daughter find their lives adversely affected when a new man enters the picture. Will their family ever be what they expect?,Anjelica Huston,"Jennifer Jason Leigh, Ron Eldard, Glenne Headly",Won 1 Primetime Emmy. 6 wins & 17 nominations total,98 min,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.3,"4,795",N/A,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1398,In Love and War,1996,A bitter love story between a talented writer and a gentle nurse.,Richard Attenborough,"Sandra Bullock, Chris O'Donnell, Mackenzie Astin",1 nomination,113 min,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}]",N/A,5.9,"9,222","$14,481,231",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1399,Marvin's Room,1996,"After seventeen years, a fiercely independent woman and her rebellious son return home and together they turn the family she left behind upside down.",Jerry Zaks,"Meryl Streep, Leonardo DiCaprio, Diane Keaton",Nominated for 1 Oscar. 4 wins & 13 nominations total,98 min,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.7,"30,451","$12,803,305",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1401,Ghosts of Mississippi,1996,A Mississippi district attorney and the widow of Medgar Evers struggle to finally bring a white supremacist to justice for the 1963 murder of the civil rights leader.,Rob Reiner,"Alec Baldwin, James Woods, Whoopi Goldberg",Nominated for 2 Oscars. 2 wins & 9 nominations total,130 min,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}]",N/A,6.7,"12,291","$13,323,144",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
1405,Beavis and Butt-Head Do America,1996,"Our intrepid adolescent heroes wake up to find their beloved television stolen, and embark on an epic journey across America to recover it, and, who knows, maybe even score.","Geoffrey Johnson, Mike Judge, Mike de Seve","Mike Judge, Bruce Willis, Demi Moore",1 win & 4 nominations,81 min,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.8,"61,015","$63,118,386",Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable,Review data unavailable
